mot;freq
masquerez;0.03
masquerions;0.03
masqueront;0.03
masques;8.00
masquez;0.52
masqu‚;3.06
masqu‚e;1.87
masqu‚es;0.97
masqu‚s;1.90
massa;0.84
massacra;0.19
massacraient;0.23
massacrait;0.35
massacrant;0.23
massacrante;0.19
massacre;6.90
massacrent;0.13
massacrer;2.19
massacrera;0.03
massacrerai;0.03
massacreraient;0.10
massacrerait;0.06
massacreront;0.03
massacres;4.19
massacreur;0.13
massacreurs;0.23
massacrez;0.03
massacrƒt;0.03
massacrŠrent;0.23
massacr‚;1.77
massacr‚e;0.45
massacr‚es;0.13
massacr‚s;1.68
massage;1.32
massages;0.94
massaient;0.13
massait;0.52
massant;0.35
masse;91.52
masselottes;0.16
massent;0.26
massepains;0.16
masser;1.10
masseraient;0.06
masses;31.81
massettes;0.06
masseur;0.65
masseurs;0.13
masseuse;0.13
masseuses;0.10
massicot;0.42
massicotage;0.03
massicoter;0.03
massicotier;0.19
massicots;0.03
massicot‚;0.03
massier;0.03
massif;20.45
massification;0.23
massifs;7.19
massique;0.16
massiques;0.03
massive;8.71
massivement;1.45
massives;4.26
massivet‚;0.06
massivit‚;0.32
massor‚tique;0.03
massue;1.32
massues;0.35
massules;0.03
massŠrent;0.06
mass‚;1.13
mass‚e;0.81
mass‚es;0.29
mass‚s;1.19
mass‚ters;0.03
mastaba;0.10
mastabas;0.06
mastar;0.06
mastic;1.52
masticage;0.03
masticateur;0.06
masticateurs;0.23
mastication;1.29
mastications;0.03
masticatrice;0.03
mastics;0.26
mastiff;0.03
mastiqua;0.06
mastiquaient;0.06
mastiquais;0.03
mastiquait;0.39
mastiquant;0.42
mastique;0.35
mastiquent;0.06
mastiquer;0.71
mastiqueurs;0.03
mastiquez;0.03
mastiquons;0.03
mastiqu‚;0.06
mastiqu‚s;0.13
mastite;0.06
mastoc;0.32
mastocs;0.06
mastodonte;0.32
mastodontes;0.29
masto‹de;0.10
masto‹dien;0.06
masto‹dienne;0.03
masto‹dite;0.03
masto‹dites;0.03
mastroquet;0.13
mastroquets;0.10
masturbait;0.10
masturbant;0.10
masturbation;1.23
masturbations;0.06
masturbatoire;0.06
masturbe;0.32
masturbent;0.10
masturbions;0.03
masturb‚;0.03
masturb‚s;0.03
masure;1.29
masures;1.23
mat;5.81
mat';0.65
mata;0.06
matador;1.00
matadors;0.16
mataf;0.26
matafs;0.03
mataient;0.13
matais;0.26
matait;0.32
matamore;0.19
matamores;0.16
matant;0.23
matas;0.03
match;7.16
matcha;0.03
matches;1.29
matchiche;0.10
matchs;0.32
mate;4.29
matelas;13.87
matelassage;0.10
matelasse;0.06
matelassent;0.03
matelasser;0.06
matelassier;0.16
matelassiers;0.10
matelassiŠre;0.03
matelassiŠres;0.03
matelass‚;0.32
matelass‚e;0.39
matelass‚es;0.13
matelass‚s;0.06
matelot;2.29
matelote;0.16
matelots;2.81
matent;0.26
mater;3.77
matera;0.03
materai;0.03
materait;0.06
maternage;0.16
maternalisme;0.10
maternant;0.06
maternante;0.55
maternantes;0.55
maternel;6.48
maternelle;13.97
maternellement;0.35
maternelles;4.77
maternels;1.55
materner;0.13
maternera;0.03
maternise;0.03
maternit‚;6.45
maternit‚s;0.81
matern‚;0.03
materons;0.06
materont;0.03
mates;0.52
mateur;0.03
mateurs;0.06
mateuse;0.03
matez;0.16
math;0.71
matheuse;0.03
matheux;0.10
maths;2.00
mathurin;0.23
mathurins;0.13
mathusalem;0.29
mathusalems;0.03
math‚maticien;3.32
math‚maticienne;0.03
math‚maticiens;7.77
math‚matique;19.29
math‚matiquement;1.77
math‚matiques;27.97
math‚matisation;0.06
math‚matiser;0.06
math‚matisme;0.06
math‚matis‚e;0.03
math‚matis‚es;0.10
math‚matis‚s;0.06
mati;0.03
matin;210.29
matinal;2.26
matinale;2.87
matinalement;0.06
matinales;0.55
matinaux;0.65
matines;0.77
matineux;0.06
matins;10.94
matin‚e;17.00
matin‚es;1.26
matis;0.03
matisse;5.19
matit‚;0.42
matiŠre;122.26
matiŠres;41.71
matois;0.19
matoise;0.03
matoiserie;0.06
maton;1.58
matonne;0.06
matonnes;0.16
matons;1.26
matou;2.16
matous;0.58
matraqua;0.06
matraquage;0.06
matraquages;0.03
matraquaient;0.03
matraquais;0.03
matraquait;0.03
matraquant;0.10
matraque;2.35
matraquer;0.16
matraques;0.48
matraqueur;0.03
matraqueurs;0.06
matraquez;0.03
matraqu‚;0.16
matraqu‚e;0.06
matraqu‚s;0.03
matras;0.32
matriarcal;0.06
matriarcale;0.13
matriarcales;0.03
matriarcat;0.42
matrice;3.74
matrices;3.52
matriciel;0.23
matricielle;0.16
matricielles;0.23
matriciels;0.03
matricule;2.23
matricules;0.71
matricul‚e;0.03
matrilat‚ral;0.23
matrilat‚rale;0.03
matrilat‚raux;0.03
matrilin‚aire;0.65
matrilin‚aires;0.55
matrilocale;0.03
matrilocales;0.03
matrimonial;0.94
matrimoniale;0.52
matrimoniales;0.90
matrimoniaux;0.55
matroclinie;0.03
matrone;1.16
matrones;0.87
mats;0.61
matta;0.06
matte;0.03
matter;0.23
mattes;0.03
matuche;0.19
matuches;0.13
matura;0.13
maturation;3.81
maturations;0.26
maturer;0.03
maturit‚;8.90
matutinal;0.03
matutinale;0.10
matutinales;0.03
matutinaux;0.03
matŠrent;0.06
mat‚;0.58
mat‚e;0.10
mat‚es;0.06
mat‚rialisa;0.13
mat‚rialisaient;0.06
mat‚rialisait;0.23
mat‚rialisant;0.19
mat‚rialisation;1.06
mat‚rialisations;0.03
mat‚rialise;0.97
mat‚rialisent;0.29
mat‚rialiser;1.39
mat‚rialisera;0.06
mat‚rialiseraient;0.03
mat‚rialiserait;0.03
mat‚rialisions;0.03
mat‚rialisme;3.06
mat‚rialiste;1.81
mat‚rialistes;0.87
mat‚rialisŠrent;0.03
mat‚rialis‚;0.84
mat‚rialis‚e;0.81
mat‚rialis‚es;0.35
mat‚rialis‚s;0.45
mat‚rialit‚;1.16
mat‚riau;6.13
mat‚riaux;20.16
mat‚riel;63.52
mat‚rielle;14.81
mat‚riellement;4.81
mat‚rielles;10.58
mat‚riels;18.77
mat‚s;0.19
maudira;0.03
maudirai;0.16
maudirais;0.03
maudirait;0.03
maudire;1.42
maudirent;0.03
maudis;0.65
maudissaient;0.10
maudissais;0.23
maudissait;0.77
maudissant;1.23
maudisse;0.06
maudissent;0.10
maudissez;0.06
maudissions;0.10
maudit;6.97
maudite;3.58
maudites;1.00
maudits;2.68
mauges;0.32
maugr‚a;0.52
maugr‚ai;0.06
maugr‚aient;0.10
maugr‚ait;0.29
maugr‚ant;1.26
maugr‚e;0.23
maugr‚er;0.26
maure;0.94
maures;1.35
mauresque;1.48
mauresques;0.48
mauritanienne;0.06
mauritaniens;0.16
maurrassien;0.10
maurrassienne;0.03
mauser;1.03
mausers;0.45
mausol‚e;1.90
mausol‚es;0.16
maussade;3.90
maussadement;0.13
maussaderie;0.19
maussaderies;0.03
maussades;0.71
mauvais;77.55
mauvaise;50.45
mauvaisement;0.13
mauvaises;15.00
mauvaiset‚;0.10
mauve;8.03
mauves;4.52
mauviette;0.29
mauviettes;0.16
mauv‚ine;0.06
maux;9.23
max;17.58
maxi;0.74
maxillaire;1.87
maxillaires;0.94
maxima;5.19
maximal;0.58
maximale;1.81
maximales;0.23
maximaliste;0.03
maximalis‚e;0.03
maximant;0.06
maximation;2.97
maximations;0.39
maximaux;0.03
maxime;4.32
maximent;0.19
maximer;0.94
maximes;1.48
maximisation;0.03
maximiser;0.13
maximiserait;0.03
maximis‚s;0.03
maximorum;0.06
maximum;47.68
maxim‚;0.03
maxim‚e;0.03
maxim‚s;0.03
maxiton;0.16
maxwell;11.97
maxwellien;0.06
maxwellienne;0.32
maya;2.77
mayas;0.42
mayens;0.03
mayonnaise;2.00
mazagran;0.06
mazagrans;0.06
mazarin;1.52
mazarinades;0.03
mazarine;2.13
mazas;0.03
mazd‚enne;0.03
mazd‚ens;0.03
mazd‚isme;0.06
mazet;0.19
mazette;0.45
mazout;3.13
mazoutage;0.06
mazouts;0.03
mazout‚;0.03
mazout‚s;0.06
mazurka;0.26
mazurkas;0.10
maz‚;0.16
ma‡on;2.97
ma‡onnant;0.06
ma‡onne;0.26
ma‡onnent;0.03
ma‡onner;0.77
ma‡onnerie;7.52
ma‡onneries;0.45
ma‡onnes;0.03
ma‡onnique;1.26
ma‡onniques;0.84
ma‡onn‚;0.45
ma‡onn‚e;0.13
ma‡onn‚es;0.29
ma‡onn‚s;0.16
ma‡ons;3.68
ma‰rl;0.06
maŒtre;113.23
maŒtres;52.81
maŒtresse;34.55
maŒtresses;8.74
maŒtrisa;0.39
maŒtrisable;0.13
maŒtrisables;0.23
maŒtrisaient;0.19
maŒtrisais;0.03
maŒtrisait;0.29
maŒtrisant;0.68
maŒtrise;16.52
maŒtrisent;0.19
maŒtriser;5.94
maŒtriseraient;0.03
maŒtriserait;0.06
maŒtriserons;0.03
maŒtrises;0.42
maŒtrisez;0.10
maŒtrisions;0.03
maŒtrisons;0.06
maŒtrisŠrent;0.06
maŒtris‚;1.35
maŒtris‚e;0.71
maŒtris‚es;0.10
maŒtris‚s;0.19
ma‹a;1.74
ma‹eutique;0.10
ma‹s;6.81
ma‹zena;0.10
me;2319.16
mec;25.35
meccano;0.61
meccanos;0.03
mechta;0.13
mechtas;0.10
mecs;11.29
mecton;0.16
mectons;0.23
media;0.42
medium;0.06
meeting;2.77
meetings;1.81
meilleur;52.32
meilleure;35.87
meilleures;16.35
meilleurs;26.39
melba;0.32
melchior;0.84
melliflue;0.03
melliflues;0.03
mellifŠre;0.03
mellifŠres;0.03
melon;3.55
melons;1.32
membra;0.13
membrane;7.45
membranes;2.16
membraneuse;0.13
membraneuses;0.10
membraneux;0.48
membre;27.19
membres;103.19
membrues;0.03
membrure;0.16
membrures;0.19
membr‚;0.10
memphite;0.03
mena;2.52
menace;28.74
menacent;2.32
menacer;3.81
menacera;0.06
menaceraient;0.06
menacerait;0.29
menaceront;0.10
menaces;12.03
menacez;0.13
menacions;0.03
menacŠrent;0.26
menac‚;7.77
menac‚e;5.97
menac‚es;1.74
menac‚s;3.84
menai;0.19
menaient;4.03
menais;1.16
menait;13.19
menant;4.58
menas;0.03
menassent;0.03
mena‡a;1.13
mena‡aient;2.03
mena‡ais;0.19
mena‡ait;6.29
mena‡ant;7.84
mena‡ante;4.00
mena‡antes;1.00
mena‡ants;1.81
mena‡ƒt;0.03
mencheviks;0.10
menchevisme;0.03
mendia;0.03
mendiaient;0.23
mendiais;0.03
mendiait;0.35
mendiant;4.58
mendiante;0.61
mendiantes;0.10
mendiants;3.94
mendicit‚;0.94
mendicit‚s;0.03
mendie;0.42
mendient;0.10
mendier;1.81
mendierait;0.03
mendieras;0.03
mendierons;0.03
mendigot;0.03
mendigotant;0.03
mendigote;0.03
mendigoter;0.03
mendigots;0.32
mendions;0.03
mendi‚;0.19
mendi‚e;0.03
mendi‚es;0.03
mend‚;0.13
mend‚lien;0.03
mend‚lienne;0.26
mend‚liennes;0.13
mend‚liens;0.19
mend‚lisme;0.16
mend‚l‚vium;0.03
meneau;0.03
meneaux;0.26
mener;23.52
meneur;1.94
meneurs;1.48
meneuse;0.19
meneuses;0.06
menez;0.35
menhaden;0.06
menhadens;0.06
menhir;0.26
menhirs;0.42
meniez;0.06
menin;0.19
menines;0.03
menions;0.48
mennonite;0.06
mennonites;0.06
menon;0.26
menons;0.55
menotte;0.39
menottes;3.84
menott‚;0.13
mens;4.32
menses;0.03
mensonge;16.61
mensonger;0.48
mensongers;0.16
mensonges;9.10
mensongŠre;0.71
mensongŠrement;0.16
mensongŠres;0.45
menstruation;0.16
menstruations;0.03
menstrue;0.03
menstruel;0.55
menstruelle;0.16
menstruelles;0.13
menstruels;0.29
menstrues;0.06
mensualit‚;0.45
mensualit‚s;0.19
mensuel;2.26
mensuelle;1.81
mensuellement;0.42
mensuelles;0.90
mensuels;0.74
mensurable;0.03
mensuration;0.23
mensurations;1.26
mensur‚;0.03
mensur‚s;0.03
ment;7.19
mentaient;0.45
mentais;0.94
mentait;3.23
mental;8.94
mentale;12.52
mentalement;4.29
mentales;6.48
mentalit‚;11.16
mentalit‚s;2.06
mentant;0.35
mentaux;4.16
mente;0.32
mentent;0.84
menterie;0.06
menteries;0.29
mentes;0.03
menteur;4.39
menteurs;1.35
menteuse;1.55
menteuses;0.23
mentez;1.16
menthe;5.32
menthes;0.16
menthol;0.16
menthols;0.03
menthol‚e;0.10
menthol‚es;0.06
menti;6.97
mentiez;0.16
mention;10.26
mentionna;0.39
mentionnai;0.03
mentionnaient;0.26
mentionnais;0.06
mentionnait;0.74
mentionnant;0.71
mentionne;2.16
mentionnent;0.65
mentionner;6.35
mentionnera;0.48
mentionnerai;0.13
mentionnerais;0.03
mentionnerons;0.42
mentionneront;0.03
mentionnes;0.03
mentionnions;0.10
mentionnons;1.65
mentionn‚;3.42
mentionn‚e;1.52
mentionn‚es;2.00
mentionn‚s;2.81
mentions;1.42
mentir;9.97
mentira;0.13
mentirai;0.10
mentiraient;0.06
mentirais;0.74
mentirait;0.06
mentiras;0.03
mentirent;0.03
mentirons;0.03
mentis;0.42
mentissent;0.03
mentit;0.48
menton;31.74
mentonnet;0.10
mentonnier;0.06
mentonniŠre;0.19
mentons;0.90
mentor;2.23
mentors;0.10
mentule;0.03
mentŒt;0.06
menu;11.61
menue;3.42
menues;3.00
menuet;0.61
menuets;0.13
menuiser;0.03
menuisera;0.03
menuiserie;1.58
menuiseries;0.16
menuisier;3.23
menuisiers;1.00
menuis‚e;0.03
menus;9.19
menƒt;0.13
menŠrent;0.74
men‚;7.52
men‚e;10.10
men‚es;4.87
men‚s;2.94
mer;216.90
mercanti;0.13
mercantile;1.32
mercantiles;0.55
mercantilisme;0.87
mercantiliste;0.29
mercantilistes;0.26
mercantis;0.03
mercenaire;0.84
mercenaires;1.48
mercerie;4.52
merceries;0.26
merceris‚;0.13
merci;55.45
mercier;1.35
merciers;0.13
mercis;0.16
merciŠre;1.81
merciŠres;0.06
mercredi;6.97
mercredis;0.42
mercure;11.84
mercurey;0.19
mercuriale;0.13
mercuriales;0.03
mercuriel;0.23
mercurielle;0.16
mercurielles;0.10
mercuriels;0.13
mercurique;0.03
mercurochrome;0.61
merda;0.03
merdasse;0.03
merde;49.65
merdes;0.90
merdeuse;0.26
merdeuses;0.26
merdeux;1.65
merdier;0.94
merdiers;0.03
merdique;0.68
merdiques;0.35
merdoie;0.06
merdouille;0.16
merdoyait;0.03
merd‚;0.10
merd‚e;0.03
merguez;1.10
meringue;0.45
meringues;0.45
meringu‚;0.06
meringu‚e;0.06
meringu‚es;0.10
merise;0.03
merises;0.03
merisier;0.61
merisiers;0.16
merlan;2.13
merlans;0.39
merle;2.32
merleau;0.94
merles;1.00
merlette;0.19
merlettes;0.06
merlin;2.68
merlot;0.06
merlu;0.26
merluche;0.29
merluches;0.03
merlus;0.10
merrain;0.26
merrains;0.19
mers;16.65
merveille;13.58
merveilles;7.39
merveilleuse;11.26
merveilleusement;5.58
merveilleuses;3.23
merveilleux;19.42
mes;575.32
mesa;0.13
mesas;0.06
mescaline;0.10
mesdames;3.84
mesdemoiselles;0.55
mesm‚risme;0.06
mesnil;2.90
mesnils;0.06
mesquin;2.00
mesquine;1.03
mesquinement;0.29
mesquinerie;1.00
mesquineries;0.29
mesquines;0.81
mesquins;0.68
mess;1.29
message;27.16
messager;4.71
messagerie;0.10
messageries;2.42
messagers;2.32
messages;11.26
messagŠre;0.48
messagŠres;0.13
messaline;0.26
messe;19.77
messer;0.52
messes;1.87
messianique;0.52
messianiques;0.39
messianisme;0.61
messianismes;0.03
messianiste;0.03
messianit‚;0.03
messidor;1.23
messie;2.29
messied;0.03
messier;0.19
messiers;0.03
messies;0.06
messieurs;27.87
messine;0.74
messire;0.29
messires;0.03
mess‚ance;0.03
mestre;0.13
mestres;0.03
mesura;1.35
mesurable;2.29
mesurables;1.87
mesurage;0.03
mesurai;0.26
mesuraient;0.87
mesurais;0.84
mesurait;3.19
mesurant;2.81
mesurassent;0.06
mesure;207.87
mesurent;2.29
mesurer;25.16
mesurera;0.58
mesureraient;0.10
mesurerait;0.13
mesurerez;0.03
mesurerons;0.03
mesureront;0.06
mesures;63.52
mesureur;0.26
mesureurs;0.03
mesurez;0.26
mesuriez;0.03
mesurions;0.16
mesurons;0.42
mesurƒt;0.06
mesurŠrent;0.32
mesur‚;6.58
mesur‚e;5.45
mesur‚es;2.06
mesur‚s;2.90
met;86.29
mets;23.71
mettable;0.06
mettaient;11.65
mettais;5.06
mettait;43.45
mettant;20.52
mette;8.77
mettent;25.94
mettes;0.52
metteur;6.58
metteurs;2.00
metteuse;0.03
mettez;12.03
mettiez;0.42
mettions;1.39
mettons;7.39
mettra;6.39
mettrai;2.65
mettraient;1.45
mettrais;1.55
mettrait;5.10
mettras;0.68
mettre;189.45
mettrez;1.03
mettriez;0.10
mettrions;0.10
mettrons;0.74
mettront;1.42
meubla;0.06
meublaient;0.19
meublais;0.03
meublait;0.29
meublant;0.19
meublante;0.03
meublants;0.06
meuble;19.23
meublent;0.29
meubler;2.74
meublerait;0.03
meubles;37.32
meublons;0.03
meublŠrent;0.03
meubl‚;3.42
meubl‚e;2.00
meubl‚es;0.81
meubl‚s;1.10
meugla;0.06
meuglaient;0.13
meuglait;0.03
meuglant;0.10
meugle;0.06
meuglement;0.32
meuglements;0.42
meugler;0.13
meulage;0.03
meule;3.65
meuler;0.06
meules;2.45
meuleuse;0.03
meuliŠre;0.48
meuliŠres;0.13
meunerie;0.32
meunier;1.84
meuniers;0.23
meuniŠre;0.13
meure;4.48
meurent;7.90
meures;0.10
meurette;0.19
meurs;4.68
meursault;0.52
meurt;18.42
meurtre;12.61
meurtres;2.06
meurtri;1.68
meurtrie;1.45
meurtrier;4.26
meurtriers;2.52
meurtries;0.61
meurtrir;0.97
meurtrira;0.03
meurtriront;0.03
meurtris;1.00
meurtrissaient;0.19
meurtrissais;0.03
meurtrissait;0.13
meurtrissant;0.19
meurtrisse;0.03
meurtrissent;0.16
meurtrissure;0.52
meurtrissures;0.39
meurtrit;0.32
meurtriŠre;3.71
meurtriŠres;1.94
meus;0.23
meut;2.52
meute;4.16
meutes;0.55
meuve;0.03
meuvent;0.84
mexicain;1.71
mexicaine;1.10
mexicaines;0.48
mexicains;0.81
mezza;0.16
mezzanine;0.13
mezzanines;0.10
mezzo;0.13
mg;0.74
mi;46.71
miaou;0.68
miaous;0.10
miasme;0.06
miasmes;0.74
miaula;0.26
miaulaient;0.19
miaulais;0.03
miaulait;0.39
miaulant;0.39
miaulante;0.03
miaule;0.65
miaulement;0.77
miaulements;0.52
miaulent;0.23
miauler;0.97
miaulez;0.03
miaul‚;0.23
mica;2.13
micac‚es;0.06
micas;0.65
micaschistes;0.29
micellaire;0.26
micellaires;0.13
micelle;0.10
micelles;0.68
miche;2.29
micheline;3.77
michelines;0.13
miches;2.65
micheton;1.74
michetonnais;0.03
michetonne;0.10
michetonner;0.06
michetonnes;0.06
michetonneuse;0.03
michetonneuses;0.03
michetons;0.90
mich‚;0.84
mich‚s;0.55
micmac;0.19
micmacs;0.13
micocoulier;0.10
micocouliers;0.10
micro;9.94
microbe;1.90
microbes;4.61
microbien;0.58
microbienne;1.90
microbiennes;0.71
microbiens;0.55
microbiologie;0.97
microbiologique;0.10
microbiologiques;0.03
microbiologiste;0.03
microbiologistes;0.13
microcalorim‚trie;0.03
microchimique;0.03
microchimiques;0.03
microchirurgie;0.03
microcin‚matographie;0.10
microclimat;0.16
microclimats;0.03
microcopie;0.03
microcopies;0.06
microcoque;0.03
microcosme;1.13
microcosmes;0.06
microcosmique;0.10
microcristallin;0.03
microcristallines;0.10
microcristaux;0.13
microc‚phale;0.13
microc‚phales;0.13
microc‚phalie;0.03
microdissection;0.06
microd‚cisions;0.03
microfarad;0.03
microfaune;0.23
microfiche;0.03
microfiches;0.13
microfilm;3.06
microfilmage;0.81
microfilmer;0.29
microfilms;0.71
microfilm‚;0.03
microfilm‚es;0.06
microfilm‚s;0.10
microflore;0.06
microflores;0.03
microgramme;0.03
micrographie;0.13
micrographies;0.03
microlithes;0.03
microlithique;0.03
microlithiques;0.03
microl‚pidoptŠres;0.03
micromanipulateur;0.06
micromanipulateurs;0.03
micromanipulation;0.10
micromilieux;0.06
microminiaturisation;0.06
micromol‚cules;0.10
micromŠtre;0.65
micromŠtres;0.06
microm‚triques;0.13
micron;0.84
microns;0.39
microorganisme;0.03
microorganismes;0.81
micropal‚ontologie;0.03
microphages;0.19
microphone;1.10
microphones;0.32
microphonique;0.06
microphoniques;0.06
microphotographie;0.13
microphotographies;0.03
microphotomŠtre;0.10
microphotomŠtres;0.06
microphysique;1.55
microphysiques;0.45
microplancton;0.06
microprocesseur;0.03
microprocesseurs;0.06
microprogrammation;0.03
micros;0.87
microscope;9.32
microscopes;0.87
microscopie;1.45
microscopique;4.06
microscopiques;3.35
microscopistes;0.03
microseconde;0.19
microsecondes;0.06
microsillon;0.81
microsillons;0.32
microsociologie;0.39
microsociologique;0.03
microsociologiques;0.10
microsondes;0.03
microspores;0.03
microstructure;0.03
microstructures;0.13
microtome;0.29
microtomes;0.10
microtraumatismes;0.06
microvillosit‚s;0.06
microvolts;0.10
micro‚conomiques;0.03
micro‚volution;0.03
miction;0.13
mictions;0.13
midi;129.84
midinette;1.00
midinettes;0.45
midis;0.39
midship;0.10
midshipman;0.03
mie;4.45
miel;11.03
mielle;0.03
mielleuse;0.23
mielleusement;0.06
mielleuses;0.13
mielleux;0.61
miell‚;0.06
miell‚e;0.10
miell‚es;0.03
miell‚s;0.03
miels;0.10
mien;20.55
mienne;23.77
miennes;5.61
miens;11.26
mies;0.03
miette;2.10
miettes;7.48
mieux;331.94
migmatites;0.06
mignard;0.06
mignardant;0.03
mignarde;0.42
mignardement;0.03
mignardes;0.06
mignardise;0.06
mignardises;0.35
mignards;0.13
mignard‚;0.03
mignon;4.87
mignonne;4.52
mignonnement;0.06
mignonnes;1.35
mignonnet;0.06
mignonnets;0.03
mignonnette;0.26
mignonnettes;0.06
mignons;1.45
mignoter;0.13
mignoteront;0.03
mignot‚;0.03
migraine;2.74
migraines;1.19
migraineuse;0.03
migraineux;0.13
migrant;0.13
migrante;0.13
migrantes;0.10
migrants;0.58
migrateur;0.35
migrateurs;1.19
migration;3.68
migrations;6.81
migratoire;0.06
migratoires;1.13
migratrice;0.10
migratrices;0.23
migre;0.06
migrent;0.06
migrer;0.03
migrerait;0.03
migr‚;0.03
mijaur‚e;0.35
mijaur‚es;0.19
mijota;0.03
mijotaient;0.16
mijotais;0.10
mijotait;0.71
mijotant;0.16
mijote;0.77
mijotent;0.23
mijoter;1.39
mijotera;0.03
mijotes;0.16
mijotez;0.03
mijotions;0.03
mijotons;0.06
mijot‚;0.42
mijot‚es;0.03
mijot‚s;0.23
mikado;0.58
mil;2.26
milady;0.23
milan;8.81
milanais;0.68
milanaise;0.23
milanaises;0.10
milans;0.16
mildiou;0.84
mile;1.87
miles;3.06
miliaire;0.13
miliaires;0.10
milice;3.10
milices;1.45
milicien;0.74
miliciennes;0.03
miliciens;3.55
milieu;214.71
milieux;28.23
milita;0.06
militaient;0.16
militaire;68.94
militairement;1.00
militaires;46.13
militais;0.03
militait;0.52
militant;3.97
militante;1.55
militantes;0.42
militantisme;0.45
militantiste;0.03
militants;5.58
militarisation;0.10
militariser;0.03
militarisme;0.19
militariste;0.23
militaristes;0.10
militaris‚;0.06
militaris‚s;0.03
milite;0.32
militent;0.52
militer;0.65
militerai;0.06
milites;0.03
militŠrent;0.03
milit‚;0.48
millade;0.03
mille;124.90
millefeuille;0.16
millefeuilles;0.13
millefiori;0.03
millerandage;0.13
milles;3.06
millet;1.16
milliaire;0.16
milliaires;0.06
milliard;4.16
milliardaire;1.48
milliardaires;1.06
milliardiŠme;0.32
milliardiŠmes;0.23
milliards;27.97
millibar;0.03
millibars;0.26
millicuries;0.03
millier;2.71
milliers;35.16
milligramme;0.71
milligrammes;0.42
millilitre;0.03
millimicron;0.03
millimicrons;0.10
millimŠtre;4.23
millimŠtres;3.71
millim‚trique;0.16
millim‚triques;0.42
millim‚tr‚;0.16
millim‚tr‚es;0.03
millim‚tr‚s;0.03
million;11.58
millioniŠme;0.90
millioniŠmes;0.19
millionnaire;0.81
millionnaires;0.65
millions;87.26
milliseconde;0.23
millisecondes;0.16
milliŠme;2.35
milliŠmes;1.00
mill‚naire;5.03
mill‚naires;5.94
mill‚narisme;0.10
mill‚nariste;0.03
mill‚naristes;0.06
mill‚nium;0.03
mill‚simale;0.03
mill‚sime;0.58
mill‚simes;0.29
mill‚sim‚;0.19
mill‚sim‚es;0.06
mill‚sim‚s;0.10
milord;1.90
milords;0.06
mil‚sienne;0.03
mil‚siennes;0.03
mima;0.58
mimaient;0.10
mimais;0.13
mimait;1.10
mimant;0.90
mime;1.68
miment;0.39
mimer;1.71
mimerai;0.03
mimerait;0.10
mimes;0.29
mimesis;0.19
mimez;0.03
mimi;5.90
mimique;3.35
mimiques;1.77
mimodrame;0.06
mimodrames;0.03
mimons;0.03
mimosa;1.06
mimosas;0.87
mimƒmes;0.03
mimƒt;0.03
mimŠrent;0.13
mim‚;0.52
mim‚e;0.32
mim‚es;0.03
mim‚s;0.19
mim‚tique;0.19
mim‚tiques;0.06
mim‚tisme;1.71
min;0.94
mina;0.94
minable;5.71
minablement;0.03
minables;2.39
minage;0.03
minaient;0.03
minait;0.35
minant;0.10
minaret;0.45
minarets;0.58
minas;0.16
minauda;0.32
minaudaient;0.03
minaudait;0.35
minaudant;0.45
minaude;0.23
minaudent;0.06
minauder;0.23
minauderait;0.03
minauderie;0.16
minauderies;0.32
minaudeur;0.03
minaudier;0.03
minaudiŠre;0.26
minaudiŠres;0.03
minaud‚;0.06
mince;38.52
minces;13.19
minceur;1.29
minceurs;0.03
minci;0.06
mincissaient;0.03
mine;33.10
minent;0.13
miner;0.84
minera;0.03
minerai;3.39
minerais;4.61
minerve;0.94
minervienne;0.03
minerviste;0.03
minervois;0.03
mines;24.42
minestrone;0.03
minet;1.65
minets;0.58
minette;1.39
minettes;0.52
mineur;6.29
mineure;5.32
mineures;2.03
mineurs;7.71
mini;2.39
miniature;6.39
miniatures;2.65
miniaturisant;0.03
miniaturisation;0.32
miniaturise;0.03
miniaturiser;0.06
miniaturiste;0.39
miniaturistes;0.10
miniaturis‚;0.16
miniaturis‚e;0.03
miniaturis‚s;0.03
miniatur‚e;0.03
miniatur‚es;0.03
minibus;0.26
minicassette;0.13
minicassettes;0.03
minier;0.55
miniers;0.26
minima;3.58
minimal;0.65
minimale;1.16
minimales;0.23
minimaux;0.19
minimax;0.10
minime;4.35
minimes;2.39
minimisaient;0.03
minimisait;0.06
minimisant;0.19
minimisation;0.10
minimise;0.35
minimisent;0.10
minimiser;1.77
minimises;0.03
minimis‚;0.19
minimis‚e;0.03
minimis‚es;0.03
minimorum;0.10
minimum;32.52
minimums;0.42
ministrables;0.03
ministre;97.23
ministres;32.39
ministŠre;41.23
ministŠres;9.68
minist‚riel;4.39
minist‚rielle;4.65
minist‚rielles;2.39
minist‚riels;4.42
minitel;0.16
minium;0.74
miniŠre;1.84
miniŠres;1.81
minnesinger;0.06
mino;0.26
minoen;0.29
minoenne;0.13
minoens;0.10
minois;0.74
minon;0.06
minorer;0.03
minores;0.03
minoritaire;0.94
minoritaires;1.03
minorit‚;6.19
minorit‚s;1.10
minor‚;0.03
minos;0.71
minot;0.71
minotaure;0.87
minotaures;0.13
minoterie;0.06
minoteries;0.19
minotier;0.29
minots;0.13
minou;1.45
minouche;0.84
minouchet;0.23
minouchette;0.03
minuit;18.55
minuits;0.03
minus;1.61
minuscule;23.71
minuscules;15.58
